FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Lucy Doherty,Ireland,female,59,Married (first marriage),Employee,Education (P),Higher certificate,Other health and welfare,Kildare
Rebecca McCarthy,Ireland,female,20,Single,Employee,Public administration and defence; compulsory social security (O),Postgraduate diploma or degree,Ground transportation,Cork County
John O'Sullivan,Ireland,male,48,Married (first marriage),Employee,Education (P),Honours bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,South Dublin
Dara O'Sullivan,Ireland,male,30,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Business and administration (broad programmes),Kildare
Kelly O'Neill,Ireland,female,77,Widowed,Retired,Industry not stated,Lower secondary,Crop and livestock production,South Dublin
Aoife O'Brien,Ireland,female,45,Separated (including deserted),Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Social work and counselling,Louth
Tyler Moore,Ireland,male,33,Single,Unable to work due to permanent sickness or disability,Education (P),Technical/vocational,Accounting and taxation,Cork City
Rian O'Neill,Ireland,male,25,Single,Looking after home/family,Administrative and support service activities (N),Technical/vocational,Other social sciences/business and law subjects,Dun Laoghaire-Rathdown
Julia Murphy,Ireland,female,56,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Psychology,Fingal
Charlie Doherty,Ireland,male,30,Single,Employee,Professional/scientific and technical activities (M),Upper secondary,Engineering and engineering trades (broad programmes),Westmeath
Charlotte Murphy,Ireland,female,18,Single,Student or pupil,Human health and social work activities (Q),Primary,Computer use,Kerry
Katie O'Kelly,Ireland,female,46,Married (first marriage),Unable to work due to permanent sickness or disability,Arts/entertainment and recreation (R),Lower secondary,Nursing and caring,Sligo
Daniel O'Reilly,Ireland,male,61,Married (first marriage),Retired,Industry not stated,Upper secondary,Engineering and engineering trades (broad programmes),Donegal
Dillon O'Brien,Ireland,male,37,Married (first marriage),Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Building and civil engineering,Carlow
Sophie O'Neill,Ireland,female,53,Married (first marriage),Student or pupil,Education (P),Upper secondary,Hair and beauty services,Louth
Faye O'Brien,Ireland,female,41,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Doctorate (Ph.D),Nursing and caring,Limerick County
Alice O'Byrne,Ireland,female,56,Married (first marriage),Employer or own account worker,Education (P),Lower secondary,Education and teacher training,Dublin City
Patrycja Gucwa,Poland,female,78,Widowed,Retired,Industry not stated,Postgraduate diploma or degree,Education and teacher training,Monaghan
Krzysztof Cieslinski,Poland,male,39,Single,Unable to work due to permanent sickness or disability,Administrative and support service activities (N),Lower secondary,Electricity and energy,South Tipperary
Aoibhe O'Sullivan,Ireland,female,43,Married (first marriage),Employer or own account worker,Education (P),Advanced certificate/completed apprenticeship,Social work and counselling,Westmeath
Santa Krumins,Latvia,female,32,Married (first marriage),Employee,Education (P),Technical/vocational,Accounting and taxation,Fingal
James O'Brien,Ireland,male,57,Married (first marriage),Employee,Construction (F),Upper secondary,Hotel/restaurant and catering,Dublin City
Finn O'Neill,Ireland,male,49,Single,Employer or own account worker,Professional/scientific and technical activities (M),Technical/vocational,Other engineering/manufacturing and construction,Galway County
Ruby O'Byrne,Ireland,female,34,Married (first marriage),Unemployed having lost or given up previous job,Financial and insurance activities (K),Upper secondary,Accounting and taxation,Fingal
Jamie O'Brien,Ireland,male,19,Single,Student or pupil,Public administration and defence; compulsory social security (O),Upper secondary,Building and civil engineering,Dublin City
Chloe Murphy,Ireland,female,45,Single,Student or pupil,Public administration and defence; compulsory social security (O),Lower secondary,Nursing and caring,Galway County
Justyna Bizub,Poland,female,32,Married (first marriage),Employer or own account worker,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Hotel/restaurant and catering,Dun Laoghaire-Rathdown
Alex O'Reilly,Ireland,male,58,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Engineering and engineering trades (broad programmes),Kilkenny
Emma O'Brien,Ireland,female,21,Single,Unemployed having lost or given up previous job,Human health and social work activities (Q),Upper secondary,Accounting and taxation,Dublin City
Eve McCarthy,Ireland,female,60,Married (first marriage),Looking after home/family,Professional/scientific and technical activities (M),Lower secondary,Other health and welfare,Donegal
Sadhbh O'Sullivan,Ireland,female,59,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Hotel/restaurant and catering,Dublin City
Isabelle McCarthy,Ireland,female,30,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Economics,Clare
Kate O'Kelly,Ireland,female,26,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Other science/mathematics and computing,Sligo
Gary Murphy,Ireland,male,39,Single,Employer or own account worker,Manufacturing (C),Lower secondary,Engineering and engineering trades (broad programmes),Westmeath
Domenico Rizzo,Italy,male,35,Married (first marriage),Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Physical sciences (physics/chemistry/earth science),Louth
Nicole O'Brien,Ireland,female,56,Married (first marriage),Unemployed having lost or given up previous job,Financial and insurance activities (K),Primary,Audio-visual techniques and media production,South Dublin
Alisha O'Neill,Ireland,female,25,Single,Employee,Education (P),Upper secondary,Other social sciences/business and law subjects,Waterford County
Andras Araki,Hungary,male,17,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Engineering and engineering trades (broad programmes),Waterford City
Vanessa Araujo,Portugal,female,46,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Law,Louth
Grace O'Brien,Ireland,female,34,Single,Employee,Education (P),Lower secondary,Business and administration (broad programmes),Dublin City
Kieran O'Reilly,Ireland,male,37,Married (first marriage),Employee,Transportation and storage (H),Ordinary bachelor degree/professional qualification or both,Psychology,Dublin City
Paulo Martins,Brazil,male,30,Married (first marriage),Employer or own account worker,Human health and social work activities (Q),Lower secondary,Other agriculture and veterinary,Leitrim
Anna O'Reilly,Ireland,female,40,Married (first marriage),Unable to work due to permanent sickness or disability,Manufacturing (C),Higher certificate,Other health and welfare,Dublin City
Jayden McCarthy,Ireland,male,47,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Doctorate (Ph.D),Other engineering/manufacturing and construction,Leitrim
Cian Ryan,Ireland,male,77,Married (first marriage),Retired,Industry not stated,Doctorate (Ph.D),Other social sciences/business and law subjects,South Dublin
Paul O'Connor,Ireland,male,46,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Nursing and caring,Limerick County
Colm O'Brien,Ireland,male,50,Married (first marriage),Unemployed having lost or given up previous job,Transportation and storage (H),Upper secondary,Mechanics and metalwork,North Tipperary
Cian McCarthy,Ireland,male,20,Single,Employee,Manufacturing (C),Honours bachelor degree/professional qualification or both,Electricity and energy,South Dublin
Sean O'Reilly,Ireland,male,46,Single,Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Hotel/restaurant and catering,Dublin City
Fionn Quinn,Ireland,male,52,Married (first marriage),Unemployed having lost or given up previous job,Construction (F),Advanced certificate/completed apprenticeship,Education and teacher training,Wicklow
Saoirse O'Brien,Ireland,female,58,Single,Employer or own account worker,Education (P),Primary,Physical sciences (physics/chemistry/earth science),Kerry
Charlotte O'Neill,Ireland,female,29,Single,Employee,Accommodation and food service activities (I),Technical/vocational,Other health and welfare,Kerry
Amelia Moore,Ireland,female,61,Re-married (following dissolution of previous marriage),Employer or own account worker,Human health and social work activities (Q),Primary,Other social sciences/business and law subjects,Cork County
