FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Mario Delgado,Spain,male,32,Married (first marriage),Employee,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Mayo
Layla O'Brien,Ireland,female,55,Married (first marriage),Looking after home/family,Manufacturing (C),Technical/vocational,Foreign languages,Limerick County
Jessica Doyle,Ireland,female,16,Single,Student or pupil,Administrative and support service activities (N),Advanced certificate/completed apprenticeship,Education and teacher training,Kerry
Ben Murray,Ireland,male,39,Married (first marriage),Employee,Financial and insurance activities (K),Lower secondary,Hotel/restaurant and catering,South Dublin
Adam Murphy,Ireland,male,51,Married (first marriage),Employee,Construction (F),Primary,Building and civil engineering,Limerick County
Shane Kelly,Ireland,male,42,Married (first marriage),Employer or own account worker,Transportation and storage (H),Honours bachelor degree/professional qualification or both,Other health and welfare,Louth
Ellie O'Brien,Ireland,female,79,Widowed,Retired,Industry not stated,Primary,Management and administration,Galway City
Isabelle Kelly,Ireland,female,22,Single,Employee,Financial and insurance activities (K),Upper secondary,Computer science,Wexford
Patrick Murphy,Ireland,male,34,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Advanced certificate/completed apprenticeship,Building and civil engineering,South Dublin
Rory O'Connor,Ireland,male,39,Married (first marriage),Unemployed having lost or given up previous job,Professional/scientific and technical activities (M),Lower secondary,Education and teacher training,Dun Laoghaire-Rathdown
Lee O'Connor,Ireland,male,56,Single,Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Physical sciences (physics/chemistry/earth science),Clare
Lorcan O'Neill,Ireland,male,79,Married (first marriage),Retired,Industry not stated,Upper secondary,Crop and livestock production,South Dublin
Tadhg Walsh,Ireland,male,25,Single,Looking after home/family,Manufacturing (C),Ordinary bachelor degree/professional qualification or both,Other engineering/manufacturing and construction,South Dublin
Noah Smith,Ireland,male,44,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Education and teacher training,Kildare
Jack O'Brien,Ireland,male,60,Married (first marriage),Unable to work due to permanent sickness or disability,Construction (F),Postgraduate diploma or degree,Crop and livestock production,Fingal
Mia Smith,Ireland,female,44,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Building and civil engineering,South Dublin
Holly O'Reilly,Ireland,female,21,Single,Student or pupil,Education (P),Upper secondary,Computer use,Cork County
somera Ahmadi,Pakistan,female,35,Married (first marriage),Employee,Financial and insurance activities (K),Postgraduate diploma or degree,Social work and counselling,South Tipperary
Richard O'Neill,Ireland,male,31,Married (first marriage),Employee,Transportation and storage (H),Advanced certificate/completed apprenticeship,Business and administration (broad programmes),Limerick City
amidou Lawal,Niger,male,20,Single,Employee,Other service activities (S),Honours bachelor degree/professional qualification or both,Architecture and town planning,Wicklow
Katie O'Neill,Ireland,female,24,Single,Employee,Education (P),Upper secondary,Accounting and taxation,Dublin City
Caoimhe O'Neill,Ireland,female,38,Married (first marriage),Employee,Professional/scientific and technical activities (M),Lower secondary,Crop and livestock production,Westmeath
Abbie O'Neill,Ireland,female,49,Single,Employee,Public administration and defence; compulsory social security (O),Upper secondary,Psychology,Donegal
james Pascual,Philippines,male,60,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Other humanities,Limerick County
Nicole O'Sullivan,Ireland,female,48,Single,Employee,Activities of households as employers producing activities of households for own use (T),Lower secondary,Other humanities,Wexford
Chloe O'Gallagher,Ireland,female,28,Married (first marriage),Employee,Manufacturing (C),Postgraduate diploma or degree,Ground transportation,Dublin City
Aine McCarthy,Ireland,female,28,Single,Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Other agriculture and veterinary,Cork County
Cormac O'Sullivan,Ireland,male,39,Single,Employee,Professional/scientific and technical activities (M),Postgraduate diploma or degree,Mechanics and metalwork,Cork County
Mark O'Neill,Ireland,male,16,Single,Student or pupil,Professional/scientific and technical activities (M),Upper secondary,Accounting and taxation,Fingal
Piotr Bartczak,Poland,male,70,Widowed,Retired,Industry not stated,Upper secondary,Engineering and engineering trades (broad programmes),Donegal
Ciara O'Sullivan,Ireland,female,66,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Other engineering/manufacturing and construction,Galway City
Alana Murphy,Ireland,female,19,Single,Student or pupil,Accommodation and food service activities (I),Lower secondary,Social work and counselling,Meath
Philip O'Byrne,Ireland,male,50,Divorced,Looking after home/family,Financial and insurance activities (K),Postgraduate diploma or degree,Building and civil engineering,Dublin City
Seamus O'Byrne,Ireland,male,59,Separated (including deserted),Employer or own account worker,Human health and social work activities (Q),Primary,Engineering and engineering trades (broad programmes),South Dublin
Conor Gallagher,Ireland,male,39,Married (first marriage),Employee,Construction (F),Postgraduate diploma or degree,Business and administration (broad programmes),Kildare
Erin O'Sullivan,Ireland,female,65,Married (first marriage),Employee,Manufacturing (C),Primary,Nursing and caring,Dublin City
Nathan O'Reilly,Ireland,male,40,Married (first marriage),Employee,Transportation and storage (H),Upper secondary,Mechanics and metalwork,Kildare
Kieran O'Quinn,Ireland,male,32,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Secretarial and office work,Galway City
Jake O'Neill,Ireland,male,36,Married (first marriage),Unable to work due to permanent sickness or disability,Professional/scientific and technical activities (M),Technical/vocational,Hotel/restaurant and catering,Galway City
Eoin Quinn,Ireland,male,27,Single,Employee,Public administration and defence; compulsory social security (O),Technical/vocational,Architecture and town planning,Cork County
Aoife O'Brien,Ireland,female,33,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Nursing and caring,Dublin City
Grace O'Byrne,Ireland,female,40,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Child care and youth services,Kildare
Noah Doyle,Ireland,male,60,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Building and civil engineering,Cork County
Krzysztof Boroski,Poland,male,38,Married (first marriage),Employer or own account worker,Construction (F),Lower secondary,Other arts,North Tipperary
Anna O'Byrne,Ireland,female,79,Single,Retired,Industry not stated,Primary,Medicine,Fingal
Molly O'Sullivan,Ireland,female,61,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Medicine,Leitrim
Harish Das,India,male,61,Married (first marriage),Employee,Financial and insurance activities (K),Primary,Education and teacher training,Kerry
Conor O'Quinn,Ireland,male,36,Married (first marriage),Employer or own account worker,Manufacturing (C),Advanced certificate/completed apprenticeship,Mechanics and metalwork,Cork City
Lily O'Brien,Ireland,female,58,Married (first marriage),Retired,Industry not stated,Primary,Other health and welfare,Kerry
Alex Ryan,Ireland,male,52,Single,Employee,Information and communication (J),Ordinary bachelor degree/professional qualification or both,Engineering and engineering trades (broad programmes),Wexford
Grace O'Brien,Ireland,female,56,Divorced,Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Economics,Galway County
Anna Murphy,Ireland,female,54,Divorced,Looking after home/family,Human health and social work activities (Q),Upper secondary,Building and civil engineering,South Tipperary
Zuzanna O'Sullivan,Ireland,female,45,Married (first marriage),Employer or own account worker,Education (P),Upper secondary,Medicine,Fingal
Alannah Murphy,Ireland,female,45,Married (first marriage),Employee,Education (P),Upper secondary,Other subjects,Clare
Eve O'Brien,Ireland,female,30,Single,Employee,Construction (F),Technical/vocational,History and archaeology,Wicklow
Sophia Murphy,Ireland,female,47,Married (first marriage),Looking after home/family,Financial and insurance activities (K),Ordinary bachelor degree/professional qualification or both,Accounting and taxation,Meath
daniel Paulauskas,Lithuania,male,50,Widowed,Employee,Accommodation and food service activities (I),Ordinary bachelor degree/professional qualification or both,Psychology,North Tipperary
Kamila Burek,Poland,female,50,Single,Employee,Human health and social work activities (Q),Lower secondary,Law,Galway City
Charlie O'Ryan,Ireland,male,23,Single,Employer or own account worker,Information and communication (J),Lower secondary,Education and teacher training,Dublin City
Josh O'Neill,Ireland,male,35,Single,Looking after home/family,Manufacturing (C),Higher certificate,Audio-visual techniques and media production,Kildare
Evan O'Connor,Ireland,male,38,Single,Looking after home/family,Accommodation and food service activities (I),Postgraduate diploma or degree,Engineering and engineering trades (broad programmes),Offaly
Kyle O'Ryan,Ireland,male,47,Single,Employee,Administrative and support service activities (N),Lower secondary,Motor vehicles/ships and aircraft,Limerick County
Ciara O'Sullivan,Ireland,female,77,Widowed,Retired,Industry not stated,Primary,Education and teacher training,Wexford
