FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Molly O'Brien,Ireland,female,42,Divorced,Employee,Manufacturing (C),Advanced certificate/completed apprenticeship,Business and administration (broad programmes),Carlow
Francois Dubois,France,male,51,Divorced,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Education and teacher training,Cork County
Aoife O'Gallagher,Ireland,female,76,Married (first marriage),Unable to work due to permanent sickness or disability,Administrative and support service activities (N),Primary,Nursing and caring,Dublin City
Katelyn Murphy,Ireland,female,55,Married (first marriage),Unemployed having lost or given up previous job,Professional/scientific and technical activities (M),Postgraduate diploma or degree,Other humanities,Roscommon
Jamie O'Connor,Ireland,male,43,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Upper secondary,Electricity and energy,Dublin City
Rachel O'Neill,Ireland,female,28,Single,Employee,Education (P),Technical/vocational,Physical sciences (physics/chemistry/earth science),Dun Laoghaire-Rathdown
Nadezhda Sokolov,Russian Federation,female,46,Married (first marriage),Employee,Construction (F),Ordinary bachelor degree/professional qualification or both,Accounting and taxation,Meath
Charlie Kennedy,Ireland,male,43,Married (first marriage),Employee,Education (P),Technical/vocational,Management and administration,Fingal
lorita Okeke,Mauritius,female,35,Married (first marriage),Employee,Education (P),Primary,Child care and youth services,Sligo
Ronan McCarthy,Ireland,male,46,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Design,Cork County
Brian Murphy,Ireland,male,44,Married (first marriage),Looking after home/family,Construction (F),Lower secondary,Secretarial and office work,South Dublin
Mia O'Neill,Ireland,female,45,Separated (including deserted),Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Medicine,Meath
Oran O'Reilly,Ireland,male,33,Married (first marriage),Looking after home/family,Electricity/gas/steam and air conditioning supply (D),Lower secondary,Education and teacher training,Sligo
Eoin O'Kelly,Ireland,male,37,Married (first marriage),Employee,Accommodation and food service activities (I),Technical/vocational,Computer use,Louth
Luke O'Sullivan,Ireland,male,34,Single,Employee,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Biology and biochemistry,Westmeath
Nicole O'Brien,Ireland,female,50,Widowed,Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,History and archaeology,Cork City
Daniel Garcia,Spain,male,57,Married (first marriage),Employee,Electricity/gas/steam and air conditioning supply (D),Primary,Hotel/restaurant and catering,Meath
Jake Walsh,Ireland,male,38,Married (first marriage),Employer or own account worker,Agriculture/forestry and fishing (A),Lower secondary,Building and civil engineering,Galway County
Abbie O'Neill,Ireland,female,20,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Other social sciences/business and law subjects,Cork County
Lexi Murphy,Ireland,female,20,Single,Employee,Manufacturing (C),Lower secondary,Foreign languages,Cavan
Mia O'Reilly,Ireland,female,34,Married (first marriage),Employee,Education (P),Honours bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Dublin City
Grace Kelly,Ireland,female,68,Single,Retired,Industry not stated,Primary,Other arts,Westmeath
Amy McCarthy,Ireland,female,36,Married (first marriage),Employee,Manufacturing (C),Higher certificate,Computer science,Kildare
Daniel O'Sullivan,Ireland,male,31,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Doctorate (Ph.D),Child care and youth services,Fingal
Amber O'Sullivan,Ireland,female,40,Single,Employee,Manufacturing (C),Advanced certificate/completed apprenticeship,Economics,Cork County
David Murphy,Ireland,male,31,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Physical sciences (physics/chemistry/earth science),Dublin City
Darragh O'Byrne,Ireland,male,50,Widowed,Employee,Education (P),Lower secondary,Foreign languages,Limerick County
Oisin Quinn,Ireland,male,44,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Lower secondary,Ground transportation,Clare
Holly O'Quinn,Ireland,female,57,Married (first marriage),Employer or own account worker,Transportation and storage (H),Technical/vocational,Child care and youth services,Dun Laoghaire-Rathdown
Oskar Bialas,Poland,male,71,Re-married (following widowhood),Retired,Industry not stated,Primary,Hotel/restaurant and catering,Dublin City
Ruby Kelly,Ireland,female,70,Married (first marriage),Retired,Industry not stated,Primary,Ground transportation,Dublin City
Caoimhe O'Brien,Ireland,female,34,Single,Unemployed having lost or given up previous job,Financial and insurance activities (K),Lower secondary,Secretarial and office work,Dun Laoghaire-Rathdown
Claude Martin,France,male,45,Married (first marriage),Employee,Manufacturing (C),Postgraduate diploma or degree,Hotel/restaurant and catering,Meath
Julia Lynch,Ireland,female,59,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Education and teacher training,Carlow
Jake Gallagher,Ireland,male,32,Single,Employer or own account worker,Accommodation and food service activities (I),Upper secondary,Other personal services,Dublin City
Adam O'Sullivan,Ireland,male,61,Married (first marriage),Employer or own account worker,Manufacturing (C),Technical/vocational,Social work and counselling,Mayo
Sean Murray,Ireland,male,32,Married (first marriage),Employer or own account worker,Education (P),Honours bachelor degree/professional qualification or both,Education and teacher training,Donegal
Lucas O'Reilly,Ireland,male,57,Married (first marriage),Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Lower secondary,Management and administration,North Tipperary
Chloe Gallagher,Ireland,female,15,Single,Student or pupil,Accommodation and food service activities (I),Upper secondary,Education and teacher training,Limerick City
Mason O'Kelly,Ireland,male,42,Divorced,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Hotel/restaurant and catering,Clare
Caoimhe O'Brien,Ireland,female,42,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Physical sciences (physics/chemistry/earth science),Dublin City
Aaron Walsh,Ireland,male,83,Married (first marriage),Retired,Industry not stated,Primary,Management and administration,Wexford
Thomas Byrne,Ireland,male,48,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Other agriculture and veterinary,Galway County
David O'Connor,Ireland,male,45,Married (first marriage),Employee,Education (P),Advanced certificate/completed apprenticeship,Other personal services,Cork City
Ruth Gallagher,Ireland,female,54,Single,Employee,Other service activities (S),Lower secondary,Education and teacher training,Monaghan
Emily Walsh,Ireland,female,17,Single,Student or pupil,Financial and insurance activities (K),Upper secondary,Computer use,Fingal
Sean O'Kelly,Ireland,male,55,Separated (including deserted),Looking after home/family,Information and communication (J),Postgraduate diploma or degree,Crop and livestock production,Kerry
Galina Petrauskas,Lithuania,female,19,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Education and teacher training,Fingal
Jamie O'Neill,Ireland,male,45,Married (first marriage),Employee,Construction (F),Technical/vocational,Public security services,Fingal
Hannah O'Neill,Ireland,female,22,Single,Employee,Human health and social work activities (Q),Advanced certificate/completed apprenticeship,Business and administration (broad programmes),Dun Laoghaire-Rathdown
Alanna Walsh,Ireland,female,49,Single,Employer or own account worker,Education (P),Technical/vocational,Law,Galway City
Chloe Murray,Ireland,female,33,Single,Employee,Human health and social work activities (Q),Lower secondary,Accounting and taxation,Westmeath
Tadhg Murphy,Ireland,male,40,Single,Employee,Public administration and defence; compulsory social security (O),Technical/vocational,Other agriculture and veterinary,Limerick County
Meabh O'Neill,Ireland,female,22,Single,Student or pupil,Education (P),Upper secondary,Physical sciences (physics/chemistry/earth science),South Dublin
Daisy O'Kelly,Ireland,female,38,Single,Employee,Human health and social work activities (Q),Postgraduate diploma or degree,Medicine,Leitrim
Paul O'Sullivan,Ireland,male,25,Single,Employee,Public administration and defence; compulsory social security (O),Upper secondary,Public security services,Fingal
Grace O'Sullivan,Ireland,female,48,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Mother tongue,Carlow
Daniel Greb,Poland,male,34,Single,Unemployed having lost or given up previous job,Arts/entertainment and recreation (R),Upper secondary,Business and administration (broad programmes),Cork County
Aine O'Sullivan,Ireland,female,29,Single,Employee,Accommodation and food service activities (I),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Dublin City
Sean O'Sullivan,Ireland,male,74,Married (first marriage),Looking after home/family,Transportation and storage (H),Primary,Engineering and engineering trades (broad programmes),South Dublin
Emma White,Canada,female,49,Single,Employee,Administrative and support service activities (N),Advanced certificate/completed apprenticeship,Secretarial and office work,Mayo
Eoin Doherty,Ireland,male,40,Married (first marriage),Employee,Construction (F),Upper secondary,Business and administration (broad programmes),Limerick County
Ryan O'Kelly,Ireland,male,27,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Physical sciences (physics/chemistry/earth science),Meath
